Temperature_Sensor_Sample_Input,Humidity_Sensor_Sample_Input,Light_Sensor_Sample_Input,CO2_Sensor_Sample_Input,HumidityRatio_Sensor_Sample_Input,Golden_Reference_Occupancy
6233,31650,0,1287,19952,0
6233,31504,0,1226,19832,0
6233,31504,0,983,19832,0
6233,31504,0,963,19832,0
6233,31504,0,983,19832,0
6233,31504,0,1003,19832,0
6233,31504,0,1078,19832,0
6233,31504,0,1132,19832,0
6233,31504,0,1186,19832,0
6233,31504,0,1145,19832,0
6233,31504,0,1064,19832,0
6233,31504,0,963,19832,0
6233,31504,0,983,19832,0
6233,31504,0,1308,19832,0
6233,31504,0,1470,19832,0
6233,31504,0,1247,19832,0
6233,31504,0,1186,19832,0
6233,31504,0,1308,19832,0
6233,31343,0,1247,19699,0
6233,31182,0,1287,19566,0
6233,31182,0,1186,19566,0
6233,31182,0,1186,19566,0
6233,31182,0,1267,19566,0
6233,31182,0,902,19566,0
6233,31182,0,861,19566,0
6233,31182,0,1166,19566,0
6233,31182,0,1247,19566,0
6233,31182,0,1145,19566,0
6233,31182,0,1267,19566,0
6233,31182,0,1287,19566,0
6233,31182,0,1328,19566,0
6233,31343,0,1389,19699,0
6233,31343,0,1308,19699,0
6233,31182,0,1389,19566,0
6233,31182,0,1470,19566,0
6233,31182,0,1470,19566,0
6233,31182,0,1632,19566,0
6233,31182,0,1612,19566,0
6233,31396,0,1348,19743,0
6233,31182,0,1389,19566,0
6233,31182,0,1470,19566,0
7112,31343,0,1166,19926,0
6233,31182,0,1267,19566,0
7112,31343,0,1348,19926,0
6233,31182,0,1159,19566,0
6233,31182,0,1213,19566,0
6233,31182,0,1348,19566,0
6233,31343,0,1348,19699,0
6233,31182,0,1226,19566,0
6819,31396,0,1294,19895,0
6819,31289,0,983,19806,0
6233,31182,0,1510,19566,0
6233,31182,0,1693,19566,0
7405,31396,0,1551,20046,0
6233,31182,0,1531,19566,0
6233,31182,0,1470,19566,0
7992,31504,0,1247,20287,0
6233,31182,0,1409,19566,0
7992,31504,0,1308,20287,0
7112,31343,0,1409,19926,0
6819,31387,0,1497,19887,0
7405,31699,0,1510,20297,0
7992,31797,0,1551,20530,0
7992,31797,0,1693,20530,0
6233,31504,0,1713,19832,0
6233,31182,0,1673,19566,0
7992,31504,0,1591,20287,0
7992,31577,0,1551,20348,0
7992,31650,0,1389,20409,0
7405,31699,0,1510,20297,0
7992,31797,0,1348,20530,0
7992,31797,0,1389,20530,0
7112,31650,0,1470,20180,0
7992,31797,0,1470,20530,0
7992,31797,0,1416,20530,0
7112,31650,0,1368,20180,0
7112,31650,0,1389,20180,0
7992,31797,0,1652,20530,0
7992,31797,0,1835,20530,0
7992,31797,0,1510,20530,0
7992,31797,0,1348,20530,0
7992,31797,0,1389,20530,0
7992,31797,0,1429,20530,0
7992,31797,0,1510,20530,0
7992,31797,0,1389,20530,0
7992,31797,0,1368,20530,0
7992,31797,0,1490,20530,0
7992,31797,0,1409,20530,0
7992,31797,0,1389,20530,0
7992,31797,0,1389,20530,0
7992,31797,0,1510,20530,0
7992,31797,0,1673,20530,0
7992,31797,0,1389,20530,0
7992,31797,0,1409,20530,0
7992,31797,0,1450,20530,0
7992,31797,0,1328,20530,0
7992,31797,0,1267,20530,0
7992,31797,0,1287,20530,0
7992,31797,0,1490,20530,0
7992,31797,0,1754,20530,0
7992,31797,0,1571,20530,0
7992,31797,0,1416,20530,0
7992,31797,0,1409,20530,0
7992,31797,0,1510,20530,0
7992,31797,0,1470,20530,0
7992,31797,0,1186,20530,0
7992,31797,0,1267,20530,0
7992,31797,0,1409,20530,0
9590,31797,0,1551,20948,0
7992,31797,0,1267,20530,0
7992,31797,0,1335,20530,0
7992,32090,0,1510,20773,0
7992,32090,0,1375,20773,0
7992,31797,0,1591,20530,0
7992,32090,0,1713,20773,0
7992,32090,0,1632,20773,0
7992,32090,0,1348,20773,0
7992,31943,0,1470,20652,0
7992,32090,0,1551,20773,0
7992,31797,0,1551,20530,0
7992,32090,0,1328,20773,0
7992,31943,0,1226,20652,0
7992,32090,0,1510,20773,0
7992,32090,0,1733,20773,0
7992,32090,0,1754,20773,0
7992,31943,0,1673,20652,0
7992,32090,0,1531,20773,0
7992,32090,0,1541,20773,0
7992,32090,0,1591,20773,0
7992,32090,0,1591,20773,0
7992,32090,0,1673,20773,0
7992,32090,0,1632,20773,0
7992,32090,0,1591,20773,0
7992,32090,0,1402,20773,0
7992,32090,0,1267,20773,0
7992,32090,0,1348,20773,0
7992,32090,0,1416,20773,0
7992,32090,0,1429,20773,0
7992,32090,0,1389,20773,0
7992,32090,0,1226,20773,0
7992,32090,0,1206,20773,0
7992,32090,0,1335,20773,0
7992,32090,0,1632,20773,0
7992,32090,0,1591,20773,0
7992,32221,0,1510,20882,0
7992,32353,0,1551,20992,0
7992,32090,0,1389,20773,0
7992,32221,0,1551,20882,0
7992,32221,0,1510,20882,0
7992,32090,0,1429,20773,0
7992,32090,0,1591,20773,0
7992,32221,0,1673,20882,0
7992,32353,0,1693,20992,0
7992,32221,0,1571,20882,0
7992,32353,0,1591,20992,0
7992,32353,0,1673,20992,0
7992,32353,0,1652,20992,0
7992,32353,0,1673,20992,0
7992,32353,0,1510,20992,0
7992,32353,0,1429,20992,0
7992,32353,0,1267,20992,0
7992,32353,0,1409,20992,0
7992,32090,0,1551,20773,0
7992,32353,0,1470,20992,0
7992,32353,0,1443,20992,0
7992,32353,0,1774,20992,0
7992,32353,0,1591,20992,0
7992,32353,0,1389,20992,0
7992,32353,0,1490,20992,0
7992,32353,0,1591,20992,0
7992,32353,0,1551,20992,0
7992,32221,0,1531,20882,0
7992,32090,0,1470,20773,0
7992,32090,0,1470,20773,0
7992,32090,0,1632,20773,0
7992,32090,0,1409,20773,0
7992,32090,0,1531,20773,0
7992,32090,0,1632,20773,0
7992,32090,0,1389,20773,0
7992,32090,0,1416,20773,0
7992,31992,0,1619,20692,0
7992,31797,0,1591,20530,0
7992,31797,0,1673,20530,0
7992,31797,0,1429,20530,0
7992,31797,0,1652,20530,0
7992,31797,0,1551,20530,0
7405,31699,0,1389,20297,0
7992,31797,0,1605,20530,0
7992,31797,0,1740,20530,0
7992,31650,0,1348,20409,0
7405,31494,0,1443,20127,0
7992,31504,0,1612,20287,0
7992,31504,0,1713,20287,0
7992,31289,0,1564,20109,0
7992,31182,0,1524,20020,0
7992,31182,0,1551,20020,0
7992,31182,0,1490,20020,0
7992,31182,0,1450,20020,0
7992,31035,0,1409,19899,0
7992,30889,0,1389,19777,0
7992,30889,0,1510,19777,0
7992,30625,0,1875,19559,0
7992,30625,0,1632,19559,0
7992,30625,0,1686,19559,0
7992,30625,0,1733,19559,0
7992,30625,0,1821,19559,0
7992,30625,0,1591,19559,0
7992,30625,0,1619,19559,0
7992,30625,0,1632,19559,0
7992,30625,0,1916,19559,0
7992,30625,0,1713,19559,0
7992,30625,0,1632,19559,0
7992,30625,0,1693,19559,0
7992,30625,0,1531,19559,0
7992,30527,0,1619,19478,0
7992,30332,0,1673,19316,0
7992,30332,0,1429,19316,0
7992,30332,0,1673,19316,0
7992,30332,0,1896,19316,0
7992,30332,0,1997,19316,0
7992,30332,0,1957,19316,0
7992,30039,0,1754,19073,0
7992,30332,0,1754,19316,0
7992,30332,0,1875,19316,0
7992,30332,0,1835,19316,0
7992,30332,0,1875,19316,0
7992,30332,0,1875,19316,0
7992,30332,0,1835,19316,0
7992,30332,0,1794,19316,0
7992,30039,0,1835,19073,0
7992,30039,0,1774,19073,0
7992,30039,0,1713,19073,0
7992,30332,0,1916,19316,0
7992,30186,0,1774,19194,0
7992,30039,0,1774,19073,0
7992,30039,0,1754,19073,0
7992,30039,0,1957,19073,0
7992,30137,0,1875,19154,0
7992,30186,0,1774,19194,0
7992,30137,0,1700,19154,0
7992,30039,0,1754,19073,0
7992,30039,0,1957,19073,0
7992,30039,0,1835,19073,0
7992,30039,0,1916,19073,0
7992,30039,0,1997,19073,0
7992,30039,0,1997,19073,0
7992,30039,0,1571,19073,0
7992,29878,0,1774,18939,0
7992,29717,0,1875,18806,0
7992,29717,0,1591,18806,0
7992,29717,0,1727,18806,0
7992,29717,0,2220,18806,0
7992,29717,0,2098,18806,0
7992,29717,0,1889,18806,0
7992,29717,0,1794,18806,0
7992,29717,0,1835,18806,0
7992,29717,0,1794,18806,0
6819,29717,0,1916,18509,0
6233,29717,0,2159,18361,0
7112,29717,0,2038,18583,0
7112,29717,0,1896,18583,0
6233,29424,0,2038,18119,0
7112,29717,0,2017,18583,0
6233,29570,0,1957,18240,0
6233,29570,0,2058,18240,0
6233,29424,0,2017,18119,0
6233,29424,0,2017,18119,0
6233,29570,0,1875,18240,0
6233,29424,0,2078,18119,0
6233,29570,0,1957,18240,0
6233,29424,0,2078,18119,0
6233,29424,0,2254,18119,0
6233,29424,0,2200,18119,0
6233,29424,0,1875,18119,0
6233,29424,0,1997,18119,0
6233,29424,0,1835,18119,0
6233,29424,0,1835,18119,0
6233,29522,0,1902,18200,0
6233,29424,0,1997,18119,0
6233,29424,0,1997,18119,0
6233,29522,0,1970,18200,0
6233,29717,0,1957,18361,0
6233,29717,0,1957,18361,0
6233,29717,0,1916,18361,0
6233,29717,0,1902,18361,0
6233,29717,0,2017,18361,0
6233,30039,0,2017,18626,0
7992,30039,0,2038,19073,0
6233,29717,0,2078,18361,0
6233,30039,0,2159,18626,0
6233,30039,0,2038,18626,0
6233,30039,0,1957,18626,0
6233,30234,0,2132,18787,0
6233,30332,0,1997,18867,0
6233,30332,0,1835,18867,0
6233,30332,0,1794,18867,0
6233,30332,0,1936,18867,0
6233,30332,0,1794,18867,0
6233,30332,0,1875,18867,0
6233,30332,0,2220,18867,0
6233,30332,0,2261,18867,0
7992,30625,0,2098,19559,0
7405,30625,0,2024,19408,0
6233,30625,0,1835,19108,0
7112,30625,0,1855,19333,0
6233,30625,0,1855,19108,0
7405,30713,0,2011,19481,0
7992,30889,0,2078,19777,0
6233,30625,0,2078,19108,0
7405,30801,0,1875,19554,0
6233,30625,0,1916,19108,0
7992,30889,0,2119,19777,0
6233,30625,0,2180,19108,0
7112,30625,0,2200,19333,0
7992,30889,0,1875,19777,0
7405,30801,0,1781,19554,0
7112,30757,0,1896,19442,0
7112,30757,0,2078,19442,0
7112,30625,0,2119,19333,0
7992,30889,0,2078,19777,0
7112,30757,0,2038,19442,0
6233,30625,0,1997,19108,0
6233,30625,0,1957,19108,0
6233,30625,0,1916,19108,0
6233,30625,0,1875,19108,0
6233,30625,0,2098,19108,0
6233,30625,0,2139,19108,0
6233,30625,0,2038,19108,0
6233,30625,0,2011,19108,0
6233,30625,0,2038,19108,0
6233,30625,0,2159,19108,0
6233,30625,0,2159,19108,0
5434,30625,0,2017,18904,0
5434,30625,0,1794,18904,0
6233,30625,0,1862,19108,0
4635,30625,0,2078,18701,0
5434,30625,0,2200,18904,0
5701,30625,0,2092,18972,0
6233,30625,0,1794,19108,0
6233,30625,0,1754,19108,0
6233,30625,0,2078,19108,0
6233,30527,0,2240,19028,0
6233,30332,0,2261,18867,0
6233,30332,0,2159,18867,0
6233,30332,0,2119,18867,0
6233,30332,0,2322,18867,0
6233,30332,0,2180,18867,0
6233,30332,0,2220,18867,0
6233,30332,0,2119,18867,0
6233,30332,0,2098,18867,0
6233,30186,0,2159,18746,0
6233,30137,0,2105,18706,0
6233,30186,0,2098,18746,0
6233,30039,0,2220,18626,0
7112,30024,0,2322,18837,0
6233,29717,0,2403,18361,0
6233,29717,0,2403,18361,0
6233,29717,0,2362,18361,0
6233,29717,0,2058,18361,0
6233,29717,0,2200,18361,0
6233,29717,0,2159,18361,0
6233,29717,0,2342,18361,0
6233,29717,0,2281,18361,0
6233,29717,0,2200,18361,0
6233,29717,0,2362,18361,0
6233,29717,0,2443,18361,0
6233,29570,0,2443,18240,0
6233,29717,0,2484,18361,0
6233,29522,0,2159,18200,0
6233,29497,0,2200,18180,0
6233,29424,0,2281,18119,0
6233,29424,0,2362,18119,0
6233,29424,0,2362,18119,0
6233,29292,0,2423,18011,0
6233,29292,0,2403,18011,0
6233,29160,0,2403,17902,0
6233,29160,0,2403,17902,0
6233,29160,0,2362,17902,0
6233,29160,0,2240,17902,0
6233,29160,0,2322,17902,0
6233,29160,0,2281,17902,0
6233,29160,0,2335,17902,0
6233,29160,0,2362,17902,0
6233,29160,0,2382,17902,0
6233,29160,0,2322,17902,0
6233,29160,0,2240,17902,0
6233,29160,0,2281,17902,0
6233,29014,0,2403,17782,0
6233,29160,0,2484,17902,0
6233,29160,0,2240,17902,0
6233,29014,0,2342,17782,0
6233,29160,0,2342,17902,0
6233,29014,0,2240,17782,0
7112,29014,0,2261,18002,0
6233,29014,0,2281,17782,0
6233,29063,0,2376,17822,0
6233,28867,0,2342,17661,0
6233,28867,0,2403,17661,0
7405,29063,0,2227,18116,0
7112,29014,0,2078,18002,0
6233,28867,0,2220,17661,0
7992,29160,0,2403,18344,0
7992,29160,0,2443,18344,0
6819,28965,0,2551,17888,0
6233,29063,0,2349,17822,0
7112,29160,0,2261,18123,0
6233,29160,0,2322,17902,0
6233,29160,0,2281,17902,0
6233,29160,0,2240,17902,0
6233,29160,0,2132,17902,0
6233,29160,0,2078,17902,0
6233,29160,0,2308,17902,0
6233,29160,0,2362,17902,0
6233,29160,0,2457,17902,0
6233,29160,0,2403,17902,0
6233,29160,0,2403,17902,0
6233,29248,0,2295,17975,0
6233,29160,0,2200,17902,0
5701,29248,0,2416,17841,0
5701,29424,0,2105,17985,0
4635,29424,0,2098,17718,0
4635,29424,0,2078,17718,0
5434,29570,0,2403,18039,0
4635,29424,0,2362,17718,0
4635,29424,0,2159,17718,0
4635,29424,0,2227,17718,0
4635,29424,0,2322,17718,0
4635,29424,0,2281,17718,0
4635,29619,0,2227,17878,0
4635,29570,0,2403,17838,0
4635,29424,0,2443,17718,0
5434,29424,0,2403,17919,0
5434,29424,0,2403,17919,0
5434,29424,0,2362,17919,0
6233,29424,0,2200,18119,0
5434,29424,0,2362,17919,0
4635,29424,0,2484,17718,0
6233,29160,0,2646,17902,0
6233,29160,0,2403,17902,0
6233,29160,0,2524,17902,0
6233,29160,0,2565,17902,0
6233,29160,0,2403,17902,0
6233,29160,0,2687,17902,0
6233,29160,0,2687,17902,0
6233,29063,0,2362,17822,0
6233,29160,0,2159,17902,0
6233,29014,0,2180,17782,0
6233,29160,0,2281,17902,0
5434,29160,0,2362,17702,0
5434,29160,0,2281,17702,0
5434,29160,0,2261,17702,0
6233,29160,0,2240,17902,0
4635,29160,0,2342,17503,0
6233,29160,0,2403,17902,0
6233,29160,0,2484,17902,0
6233,28867,0,2159,17661,0
6233,29014,0,2159,17782,0
6233,29160,0,2159,17902,0
5701,28867,0,2240,17528,0
6233,28867,0,2376,17661,0
6233,29063,0,2389,17822,0
5434,29014,0,2301,17582,0
6233,29160,0,2443,17902,0
6233,29160,0,2403,17902,0
4635,29160,0,2240,17503,0
5434,29160,0,2119,17702,0
6233,29160,0,2200,17902,0
5434,29160,0,2382,17702,0
6233,29160,0,2200,17902,0
5701,29160,0,2403,17769,0
6233,29160,0,2240,17902,0
6233,29160,0,2240,17902,0
6233,29160,0,2159,17902,0
6233,29160,0,2308,17902,0
6233,29160,0,2200,17902,0
6233,29160,0,2078,17902,0
6233,29160,0,2301,17902,0
6233,29160,0,2443,17902,0
6233,29160,0,2240,17902,0
4635,29160,0,2180,17503,0
6233,29160,0,2017,17902,0
6233,29160,0,2443,17902,0
4635,29160,0,2423,17503,0
4635,29160,0,2362,17503,0
4635,29160,0,2464,17503,0
4635,29160,0,2322,17503,0
4635,29160,0,2362,17503,0
4635,29424,0,2322,17718,0
4635,29424,0,2322,17718,0
4635,29424,0,2342,17718,0
4635,29424,0,2281,17718,0
4635,29424,0,2342,17718,0
4635,29424,0,2200,17718,0
4635,29424,0,2281,17718,0
4635,29424,0,2342,17718,0
4635,29424,0,2159,17718,0
4635,29424,0,2159,17718,0
4635,29424,0,2159,17718,0
4635,29424,0,2301,17718,0
4635,29717,0,2281,17958,0
4635,29424,0,1957,17718,0
4635,29717,0,2119,17958,0
4635,29717,0,2342,17958,0
4635,29717,0,2382,17958,0
4635,29717,0,2281,17958,0
4635,29717,0,2443,17958,0
4635,29717,0,2200,17958,0
4635,29717,0,2240,17958,0
4635,29717,0,2038,17958,0
4635,29717,0,2065,17958,0
4635,29717,0,1835,17958,0
4635,29717,0,1875,17958,0
5434,29717,0,2017,18159,0
5168,29717,0,1902,18092,0
4635,29717,0,2159,17958,0
4635,29717,0,2159,17958,0
4635,29717,0,2139,17958,0
4635,29717,0,2180,17958,0
4635,29717,0,2220,17958,0
4635,29717,0,2159,17958,0
4635,29717,0,2038,17958,0
4635,29717,0,2132,17958,0
4635,29717,0,2119,17958,0
4635,29717,0,2159,17958,0
4635,29424,0,2119,17718,0
6233,29424,0,2240,18119,0
5434,29424,0,1977,17919,0
6233,29424,0,1916,18119,0
6233,29424,0,2017,18119,0
6233,29424,0,2240,18119,0
6233,29424,0,2220,18119,0
6233,29292,0,1957,18011,0
6233,29160,0,2078,17902,0
6233,29292,0,2200,18011,0
6233,29292,0,2240,18011,0
6233,29160,0,2119,17902,0
6233,29160,0,2119,17902,0
6233,29160,0,1835,17902,0
6233,29160,0,1957,17902,0
6233,29160,0,2159,17902,0
7112,29292,0,2098,18232,0
7112,29160,0,1896,18123,0
6233,29160,0,1808,17902,0
7992,29160,0,1957,18344,0
7992,29160,0,1916,18344,0
7112,29292,0,1936,18232,0
7992,29160,0,1957,18344,0
7992,29160,0,1875,18344,0
7992,29160,0,1936,18344,0
7992,29160,0,1929,18344,0
7992,29160,0,2038,18344,0
7992,29160,0,2159,18344,0
7992,29160,0,2180,18344,0
7992,29160,0,2058,18344,0
7992,29160,0,1977,18344,0
9590,29160,0,1957,18749,0
7992,29160,0,1754,18344,0
7992,29160,0,1916,18344,0
7992,29160,0,1957,18344,0
7992,29160,0,1957,18344,0
7992,29292,0,2119,18454,0
7992,29160,0,2159,18344,0
7992,29160,0,1916,18344,0
7992,29424,0,1875,18563,0
7992,29424,0,1808,18563,0
7992,29717,0,1754,18806,0
7405,29619,0,2011,18576,0
6233,29424,0,1997,18119,0
6819,29619,0,2092,18428,0
6233,29570,0,1855,18240,0
6233,29570,0,1957,18240,0
6233,29570,0,1977,18240,0
6233,29570,0,2119,18240,0
6233,29424,0,2119,18119,0
6233,29424,0,1957,18119,0
6233,29336,0,1957,18047,0
6233,29160,0,1916,17902,0
6233,29424,0,1997,18119,0
6233,29424,0,2132,18119,0
6233,29424,0,2119,18119,0
6233,29424,0,2180,18119,0
6233,29424,0,2024,18119,0
6233,29424,0,1916,18119,0
6233,29424,0,1794,18119,0
6233,29160,0,2058,17902,0
6233,29160,0,2159,17902,0
7112,29439,0,2180,18353,0
6233,29160,0,2213,17902,0
6233,29160,0,2301,17902,0
7112,29160,0,1997,18123,0
6819,29063,0,1916,17969,0
7992,28867,0,2038,18102,0
7992,29014,0,1875,18223,0
7992,28574,0,1916,17859,0
7992,28770,0,1632,18021,0
7992,28721,0,1984,17980,0
7992,28574,0,2038,17859,0
7992,28574,0,2200,17859,0
7992,28574,0,2098,17859,0
7992,28574,0,2322,17859,0
7992,28574,0,2180,17859,0
7112,28413,0,2119,17506,0
6233,28467,0,1929,17332,0
6233,28413,0,1977,17288,0
6233,28252,0,1957,17155,0
6233,28252,0,2038,17155,0
6233,28252,0,2220,17155,0
6233,28252,0,2362,17155,0
6233,28252,0,1957,17155,0
6233,28252,0,1767,17155,0
6233,28252,0,1896,17155,0
6233,28106,0,2098,17034,0
6233,27959,0,2200,16914,0
6233,27959,0,2281,16914,0
6233,27959,0,2139,16914,0
6233,27959,0,2078,16914,0
6233,27959,0,2078,16914,0
6233,27959,0,2139,16914,0
5434,27959,0,2180,16717,0
6233,27959,0,2038,16914,0
6233,27959,0,1987,16914,0
6233,27959,0,1936,16914,0
4635,28252,0,1896,16760,0
4635,27959,0,2200,16520,0
4635,27959,0,2240,16520,0
4635,28252,0,2281,16760,0
4635,28106,0,2139,16640,0
4635,27959,0,1835,16520,0
6233,27959,0,1835,16914,0
6233,27959,0,2159,16914,0
4635,27871,0,2119,16449,0
4635,27696,0,2119,16305,0
4635,27696,0,2119,16305,0
4635,27696,0,1977,16305,0
4635,27696,0,1977,16305,0
4635,27696,0,2038,16305,0
5434,27696,0,2139,16501,0
4635,27696,0,2159,16305,0
4635,27696,0,2180,16305,0
5168,27696,0,2173,16435,0
5434,27549,0,2281,16380,0
4635,27403,0,2281,16065,0
4635,27403,0,2038,16065,0
4635,27403,0,2240,16065,0
4635,27403,0,2261,16065,0
5434,27403,0,2342,16260,0
4635,27403,0,2362,16065,0
4635,27403,0,2322,16065,0
4635,27403,0,2281,16065,0
5434,27256,0,2261,16140,0
4635,27403,0,2058,16065,0
4635,27403,0,2159,16065,0
4635,27403,0,2220,16065,0
4635,27403,0,2200,16065,0
4635,27403,0,2200,16065,0
5168,27207,0,2281,16035,0
5434,27110,0,2261,16020,0
6233,27110,0,2159,16215,0
6233,26949,0,2098,16082,0
6233,27110,0,2281,16215,0
6233,26788,0,2281,15950,0
6233,26788,0,2362,15950,0
6233,26788,0,2403,15950,0
7112,26949,0,2464,16297,0
6233,26788,0,2464,15950,0
6233,26788,0,2470,15950,0
6233,26788,0,2443,15950,0
7112,26949,0,2382,16297,0
6233,27110,0,2038,16215,0
6233,26949,0,2240,16082,0
7112,27110,0,2342,16430,0
6233,27110,0,2362,16215,0
7992,27549,0,2362,17009,0
7112,27403,0,2200,16672,0
7992,27549,0,2240,17009,0
6819,27207,0,2200,16438,0
7992,27403,0,2200,16888,0
6233,27403,0,2159,16456,0
6819,27500,0,2254,16680,0
6233,27403,0,2139,16456,0
6233,27403,0,2139,16456,0
6233,27403,0,2240,16456,0
7992,27696,0,2159,17131,0
6819,27696,0,2362,16841,0
7992,27696,0,2362,17131,0
6233,27696,0,2362,16697,0
7992,27696,0,2443,17131,0
7992,27828,0,2220,17240,0
7992,27959,0,2186,17349,0
7992,27959,0,2220,17349,0
7112,27959,0,2240,17131,0
7405,28155,0,2132,17365,0
7992,28252,0,2200,17592,0
7992,28252,0,2200,17592,0
7112,28106,0,2322,17252,0
7112,28252,0,2382,17373,0
7992,28252,0,2335,17592,0
7112,28413,0,2261,17506,0
6233,28252,0,2281,17155,0
6233,28252,0,2322,17155,0
7112,28413,0,2342,17506,0
7992,28574,0,2403,17859,0
7112,28574,0,2261,17639,0
7112,28574,0,2342,17639,0
7992,28574,0,2443,17859,0
7992,28574,0,2200,17859,0
7992,28574,0,2376,17859,0
7992,28574,0,2362,17859,0
7992,28574,0,2423,17859,0
7992,28574,0,2403,17859,0
7992,28574,0,2322,17859,0
7992,28574,0,2403,17859,0
7992,28721,0,2017,17980,0
7992,28867,0,2038,18102,0
7992,28867,0,2301,18102,0
7992,28941,0,2349,18162,0
7992,28867,0,2362,18102,0
7992,28867,0,2322,18102,0
7992,28867,0,2382,18102,0
7992,29014,0,2342,18223,0
7992,28867,0,2281,18102,0
7992,28867,0,2403,18102,0
7992,29160,0,2443,18344,0
7992,29160,0,2484,18344,0
7992,29160,0,2443,18344,0
7992,29160,0,2626,18344,0
7992,29160,0,2626,18344,0
7992,29160,0,2484,18344,0
7992,29424,0,2470,18563,0
7992,29424,0,2220,18563,0
7992,29424,0,2443,18563,0
7992,29424,0,2741,18563,0
7992,29424,0,2497,18563,0
7992,29424,0,2281,18563,0
7992,29424,0,2301,18563,0
7992,29424,0,2322,18563,0
7992,29424,0,2382,18563,0
7992,29424,0,2322,18563,0
9590,29424,0,2565,18969,0
7992,29424,0,2322,18563,0
9590,29717,0,2322,19213,0
7992,29717,0,2362,18806,0
7992,29717,0,2362,18806,0
8524,29717,0,2349,18941,0
7992,29717,0,2538,18806,0
7992,30039,0,2362,19073,0
7992,30039,0,2281,19073,0
7992,30039,0,2504,19073,0
8524,30039,0,2484,19209,0
7992,30039,0,2362,19073,0
8391,30112,12279,2474,19236,1
7992,30332,18647,2788,19316,1
8391,30405,17460,2687,19479,1
8391,30896,16825,2920,19886,0
8391,31108,16634,3001,20063,0
9057,31699,16683,3227,20727,0
9190,32016,16825,3396,21026,1
9190,31797,17164,3599,20843,1
10123,31894,17164,3809,21170,1
10656,32177,17164,3971,21547,1
10123,32177,16938,4025,21406,1
9990,32221,16655,4228,21408,1
10123,32353,16683,4147,21553,1
11188,32727,16486,4704,22149,1
11188,32861,16683,4931,22262,1
11908,33115,16486,5201,22669,1
12267,33481,16634,5404,23074,1
12627,33261,16683,5688,22986,1
12627,33752,16634,5962,23400,1
12627,33916,16486,6472,23538,1
13426,35012,16486,6732,24685,1
14225,34799,16486,7392,24726,1
14225,34872,16486,7554,24788,1
14665,35363,16655,7858,25328,1
15398,35780,16938,8487,25889,1
15105,36044,16825,9055,26031,1
15984,36476,17164,9845,26649,1
15984,37040,17164,10082,27132,1
15984,37201,17164,10872,27270,1
16783,37582,17164,11235,27826,1
17582,38080,17164,11468,28486,1
17582,38212,17164,11691,28600,1
17582,38308,17238,12061,28683,1
17582,38405,17312,12431,28767,1
19180,38666,17757,13111,29461,1
17982,38746,17757,13425,29178,1
18381,39266,17757,14043,29745,1
18781,39266,17757,14317,29863,1
19180,39398,17757,14469,30096,1
19420,39493,17757,14689,30250,1
19660,39589,17757,14909,30404,1
20619,40050,17905,15818,31093,1
20619,40130,17905,16305,31163,1
20619,39823,18350,16355,30895,1
20619,40211,18350,16629,31233,1
20619,40389,18350,17478,31389,1
20619,40277,18350,17755,31291,1
22217,40877,18350,17734,32301,1
22084,40894,18350,18006,32275,1
21951,40912,18350,18278,32250,1
22217,41288,18350,19195,32661,1
22217,40863,18350,19316,32288,1
22217,41156,18350,19681,32545,1
22217,41082,18350,19864,32481,1
22217,41441,18350,20138,32796,1
23097,41156,18350,20655,32815,1
23536,41515,18350,20634,33267,1
23976,42115,18350,20949,33934,1
23976,42049,18944,21912,33875,1
23976,42049,18548,21953,33875,1
23976,41676,18753,21821,33545,1
23976,42188,18944,22186,33998,1
23976,42474,18647,22510,34251,1
23976,42518,18746,22777,34290,1
23976,42049,18944,22886,33875,1
23976,42235,18689,22615,34039,1
23976,42408,18753,22521,34193,1
24775,42474,18562,22825,34501,1
24775,42474,18944,23068,34501,1
25574,42474,18562,24102,34752,1
25574,42703,18944,24346,34956,1
25574,42540,18562,24467,34811,1
26107,42518,18944,24549,34959,1
25574,42620,18562,24609,34882,1
26773,43140,18562,25502,35725,1
25574,43060,18562,25867,35273,1
27173,43287,18562,26120,35984,1
26373,43287,18562,26516,35729,1
27173,43113,18689,26820,35828,1
27173,43514,18562,26729,36187,1
27173,43441,18753,26871,36121,1
27173,43938,18562,27094,36567,1
27173,43873,18562,27976,36508,1
27173,44070,18562,28148,36685,1
27173,44085,18562,28098,36699,1
27532,44290,18562,28321,36998,1
27173,44078,18721,28321,36692,1
27173,44217,18340,28655,36817,1
27173,44070,18181,28997,36685,1
27892,44378,18372,29335,37193,1
28611,44378,18181,29598,37426,1
28611,44166,18562,29649,37235,1
28611,44373,18689,29713,37422,1
28611,44217,18562,29659,37281,1
28611,44524,18562,29781,37558,1
28611,44371,18181,30207,37420,1
28611,44656,18435,29929,37677,1
28611,44666,18689,30281,37686,1
28611,44578,18689,30592,37607,1
28611,44881,18393,31025,37879,1
28611,44671,18817,31038,37690,1
29011,44663,18658,30927,37814,1
29144,44861,18605,31295,38036,1
29810,45176,18817,31859,38538,1
29410,45403,18340,32093,38612,1
30210,45271,18817,31890,38756,1
30210,45447,18605,32106,38915,1
30210,45777,18531,32934,39214,1
30210,45176,18340,32691,38670,1
30210,45662,18605,32417,39110,1
30210,45418,18817,32843,38889,1
30210,45535,18181,32681,38995,1
